PassengerId,Survived,Pclass,Name,Age,SibSp,Parch,Ticket,Fare,FamilySize,Age_z,Fare_z,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,IsAlone_No,IsAlone_Yes
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",28.0,0,0,330980,7.8792,1,-0.10457866558193422,-0.4895015026182876,1,0,0,1,0,0,1
361,0,3,"Skoog, Mr. Wilhelm",40.0,1,4,347088,27.9,6,0.8171018016255001,-0.08661523445011025,0,1,0,0,1,1,0
362,0,2,"del Carlo, Mr. Sebastiano",29.0,1,0,SC/PARIS 2167,27.7208,2,-0.027771959981314702,-0.09022134505786503,0,1,1,0,0,1,0
363,0,3,"Barbara, Mrs. (Catherine David)",45.0,0,1,2691,14.4542,2,1.2011353296285976,-0.3571902456652305,1,0,1,0,0,1,0
364,0,3,"Asim, Mr. Adola",35.0,0,0,SOTON/O.Q. 3101310,7.05,1,0.4330682736224024,-0.5061878135331888,0,1,0,0,1,0,1
365,0,3,"O'Brien, Mr. Thomas",28.0,1,0,370365,15.5,2,-0.10457866558193422,-0.3361452095402864,0,1,0,1,0,1,0
366,0,3,"Adahl, Mr. Mauritz Nils Martin",30.0,0,0,C 7076,7.25,1,0.04903474561930482,-0.5021631365156053,0,1,0,0,1,0,1
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",60.0,1,0,110813,75.25,2,2.3532359136378904,0.8662270494627804,1,0,1,0,0,1,0
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",28.0,0,0,2626,7.2292,1,-0.10457866558193422,-0.502581702925434,1,0,1,0,0,0,1
369,1,3,"Jermyn, Miss. Annie",28.0,0,0,14313,7.75,1,-0.10457866558193422,-0.49210144397164657,1,0,0,1,0,0,1
370,1,1,"Aubart, Mme. Leontine Pauline",24.0,0,0,PC 17477,69.3,1,-0.4118054879844123,0.7464929081896716,1,0,1,0,0,0,1
371,1,1,"Harder, Mr. George Achilles",25.0,1,0,11765,55.4417,2,-0.33499878238379277,0.4676170006257854,0,1,1,0,0,1,0
372,0,3,"Wiklund, Mr. Jakob Alfred",18.0,1,0,3101267,6.4958,2,-0.8726457215881294,-0.5173401935489127,0,1,0,0,1,1,0
373,0,3,"Beavan, Mr. William Thomas",19.0,0,0,323951,8.05,1,-0.79583901598751,-0.48606442844527137,0,1,0,0,1,0,1
374,0,1,"Ringhini, Mr. Sante",22.0,0,0,PC 17760,135.6333,1,-0.5654188991856514,2.081343448242025,0,1,1,0,0,0,1
375,0,3,"Palsson, Miss. Stina Viola",3.0,3,1,349909,21.075,5,-2.0247463055974224,-0.22395733767514675,1,0,0,0,1,1,0
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",28.0,1,0,PC 17604,82.1708,2,-0.10457866558193422,1.0054969729792393,1,0,1,0,0,1,0
377,1,3,"Landergren, Miss. Aurora Adelia",22.0,0,0,C 7077,7.25,1,-0.5654188991856514,-0.5021631365156053,1,0,0,0,1,0,1
378,0,1,"Widener, Mr. Harry Elkins",27.0,0,2,113503,211.5,3,-0.18138537118255374,3.6080382676915317,0,1,1,0,0,1,0
379,0,3,"Betros, Mr. Tannous",20.0,0,0,2648,4.0125,1,-0.7190323103868904,-0.5673125957377381,0,1,1,0,0,0,1
380,0,3,"Gustafsson, Mr. Karl Gideon",19.0,0,0,347069,7.775,1,-0.79583901598751,-0.4915983593444487,0,1,0,0,1,0,1
381,1,1,"Bidois, Miss. Rosalie",42.0,0,0,PC 17757,227.525,1,0.970715212826739,3.930515513725408,1,0,1,0,0,0,1
382,1,3,"Nakid, Miss. Maria (""Mary"")",1.0,0,2,2653,15.7417,3,-2.1783597167986612,-0.3312813873645368,1,0,1,0,0,1,0
383,0,3,"Tikkanen, Mr. Juho",32.0,0,0,STON/O 2. 3101293,7.925,1,0.20264815682054385,-0.48857985158126105,0,1,0,0,1,0,1
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",35.0,1,0,113789,52.0,2,0.4330682736224024,0.39835834616870003,1,0,0,0,1,1,0
385,0,3,"Plotcharsky, Mr. Vasil",28.0,0,0,349227,7.8958,1,-0.10457866558193422,-0.4891674544258282,0,1,0,0,1,0,1
386,0,2,"Davies, Mr. Charles Henry",18.0,0,0,S.O.C. 14879,73.5,1,-0.8726457215881294,0.8310111255589249,0,1,0,0,1,0,1
387,0,3,"Goodwin, Master. Sidney Leonard",1.0,5,2,CA 2144,46.9,8,-2.1783597167986612,0.29572908222032107,0,1,0,0,1,1,0
388,1,2,"Buss, Miss. Kate",36.0,0,0,27849,13.0,1,0.5098749792230219,-0.38645367226008004,1,0,0,0,1,0,1
389,0,3,"Sadlier, Mr. Matthew",28.0,0,0,367655,7.7292,1,-0.10457866558193422,-0.4925200103814753,0,1,0,1,0,0,1
390,1,2,"Lehmann, Miss. Bertha",17.0,0,0,SC 1748,12.0,1,-0.9494524271887489,-0.4065770573479975,1,0,1,0,0,0,1
391,1,1,"Carter, Mr. William Ernest",36.0,1,2,113760,120.0,4,0.5098749792230219,1.7667485321470857,0,1,0,0,1,1,0
392,1,3,"Jansson, Mr. Carl Olof",21.0,0,0,350034,7.7958,1,-0.6422256047862709,-0.49117979293462,0,1,0,0,1,0,1
393,0,3,"Gustafsson, Mr. Johan Birger",28.0,2,0,3101277,7.925,3,-0.10457866558193422,-0.48857985158126105,0,1,0,0,1,1,0
394,1,1,"Newell, Miss. Marjorie",23.0,1,0,35273,113.275,2,-0.48861219358503183,1.6314187674308411,1,0,1,0,0,1,0
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",24.0,0,2,PP 9549,16.7,3,-0.4118054879844123,-0.3119971474347855,1,0,0,0,1,1,0
396,0,3,"Johansson, Mr. Erik",22.0,0,0,350052,7.7958,1,-0.5654188991856514,-0.49117979293462,0,1,0,0,1,0,1
397,0,3,"Olsson, Miss. Elina",31.0,0,0,350407,7.8542,1,0.12584145121992435,-0.4900045872454856,1,0,0,0,1,0,1
398,0,2,"McKane, Mr. Peter David",46.0,0,0,28403,26.0,1,1.2779420352292172,-0.12484966611715337,0,1,0,0,1,0,1
399,0,2,"Pain, Dr. Alfred",23.0,0,0,244278,10.5,1,-0.48861219358503183,-0.43676213497987365,0,1,0,0,1,0,1
400,1,2,"Trout, Mrs. William H (Jessie L)",28.0,0,0,240929,12.65,1,-0.10457866558193422,-0.3934968570408512,1,0,0,0,1,0,1
401,1,3,"Niskanen, Mr. Juha",39.0,0,0,STON/O 2. 3101289,7.925,1,0.7402950960248805,-0.48857985158126105,0,1,0,0,1,0,1
402,0,3,"Adams, Mr. John",26.0,0,0,341826,8.05,1,-0.25819207678317324,-0.48606442844527137,0,1,0,0,1,0,1
403,0,3,"Jussila, Miss. Mari Aina",21.0,1,0,4137,9.825,2,-0.6422256047862709,-0.45034541991421795,1,0,0,0,1,1,0
404,0,3,"Hakkarainen, Mr. Pekka Pietari",28.0,1,0,STON/O2. 3101279,15.85,2,-0.10457866558193422,-0.32910202475951533,0,1,0,0,1,1,0
405,0,3,"Oreskovic, Miss. Marija",20.0,0,0,315096,8.6625,1,-0.7190323103868904,-0.4737388550789219,1,0,0,0,1,0,1
406,0,2,"Gale, Mr. Shadrach",34.0,1,0,28664,21.0,2,0.3562615680217829,-0.22546659155674054,0,1,0,0,1,1,0
407,0,3,"Widegren, Mr. Carl/Charles Peter",51.0,0,0,347064,7.75,1,1.6619755632323148,-0.49210144397164657,0,1,0,0,1,0,1
408,1,2,"Richards, Master. William Rowe",3.0,1,1,29106,18.75,3,-2.0247463055974224,-0.2707442080045548,0,1,0,0,1,1,0
409,0,3,"Birkeland, Mr. Hans Martin Monsen",21.0,0,0,312992,7.775,1,-0.6422256047862709,-0.4915983593444487,0,1,0,0,1,0,1
410,0,3,"Lefebre, Miss. Ida",28.0,3,1,4133,25.4667,5,-0.10457866558193422,-0.13558146738453974,1,0,0,0,1,1,0
411,0,3,"Sdycoff, Mr. Todor",28.0,0,0,349222,7.8958,1,-0.10457866558193422,-0.4891674544258282,0,1,0,0,1,0,1
412,0,3,"Hart, Mr. Henry",28.0,0,0,394140,6.8583,1,-0.10457866558193422,-0.5100454664545425,0,1,0,1,0,0,1
413,1,1,"Minahan, Miss. Daisy E",33.0,1,0,19928,90.0,2,0.27945486242116335,1.1630469795095626,1,0,0,1,0,1,0
414,0,2,"Cunningham, Mr. Alfred Fleming",28.0,0,0,239853,0.0,1,-0.10457866558193422,-0.6480576784030068,0,1,0,0,1,0,1
415,1,3,"Sundman, Mr. Johan Julian",44.0,0,0,STON/O 2. 3101269,7.925,1,1.1243286240279782,-0.48857985158126105,0,1,0,0,1,0,1
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",28.0,0,0,343095,8.05,1,-0.10457866558193422,-0.48606442844527137,1,0,0,0,1,0,1
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",34.0,1,1,28220,32.5,3,0.3562615680217829,0.005952336954309979,1,0,0,0,1,1,0
418,1,2,"Silven, Miss. Lyyli Karoliina",18.0,0,2,250652,13.0,3,-0.8726457215881294,-0.38645367226008004,1,0,0,0,1,1,0
419,0,2,"Matthews, Mr. William John",30.0,0,0,28228,13.0,1,0.04903474561930482,-0.38645367226008004,0,1,0,0,1,0,1
420,0,3,"Van Impe, Miss. Catharina",10.0,0,2,345773,24.15,3,-1.4870993663930856,-0.16207792852980066,1,0,0,0,1,1,0
421,0,3,"Gheorgheff, Mr. Stanio",28.0,0,0,349254,7.8958,1,-0.10457866558193422,-0.4891674544258282,0,1,1,0,0,0,1
422,0,3,"Charters, Mr. David",21.0,0,0,A/5. 13032,7.7333,1,-0.6422256047862709,-0.4924375045026148,0,1,0,1,0,0,1
423,0,3,"Zimmerman, Mr. Leo",29.0,0,0,315082,7.875,1,-0.027771959981314702,-0.4895860208356569,0,1,0,0,1,0,1
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",28.0,1,1,347080,14.4,3,-0.10457866558193422,-0.35828093313699566,1,0,0,0,1,1,0
425,0,3,"Rosblom, Mr. Viktor Richard",18.0,1,1,370129,20.2125,3,-0.8726457215881294,-0.24131375731347557,0,1,0,0,1,1,0
426,0,3,"Wiseman, Mr. Phillippe",28.0,0,0,A/4. 34244,7.25,1,-0.10457866558193422,-0.5021631365156053,0,1,0,0,1,0,1
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",28.0,1,0,2003,26.0,2,-0.10457866558193422,-0.12484966611715337,1,0,0,0,1,1,0
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",19.0,0,0,250655,26.0,1,-0.79583901598751,-0.12484966611715337,1,0,0,0,1,0,1
429,0,3,"Flynn, Mr. James",28.0,0,0,364851,7.75,1,-0.10457866558193422,-0.49210144397164657,0,1,0,1,0,0,1
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",32.0,0,0,SOTON/O.Q. 392078,8.05,1,0.20264815682054385,-0.48606442844527137,0,1,0,0,1,0,1
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",28.0,0,0,110564,26.55,1,-0.10457866558193422,-0.11378180431879875,0,1,0,0,1,0,1
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",28.0,1,0,376564,16.1,2,-0.10457866558193422,-0.32407117848753597,1,0,0,0,1,1,0
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",42.0,1,0,SC/AH 3085,26.0,2,0.970715212826739,-0.12484966611715337,1,0,0,0,1,1,0
434,0,3,"Kallio, Mr. Nikolai Erland",17.0,0,0,STON/O 2. 3101274,7.125,1,-0.9494524271887489,-0.504678559651595,0,1,0,0,1,0,1
435,0,1,"Silvey, Mr. William Baird",50.0,1,0,13507,55.9,2,1.5851688576316951,0.47683954801157796,0,1,0,0,1,1,0
436,1,1,"Carter, Miss. Lucile Polk",14.0,1,2,113760,120.0,4,-1.1798725439906075,1.7667485321470857,1,0,0,0,1,1,0
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",21.0,2,2,W./C. 6608,34.375,5,-0.6422256047862709,0.043683683994155176,1,0,0,0,1,1,0
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",24.0,2,3,29106,18.75,6,-0.4118054879844123,-0.2707442080045548,1,0,0,0,1,1,0
439,0,1,"Fortune, Mr. Mark",64.0,1,4,19950,263.0,6,2.6604627360403685,4.644392599719279,0,1,0,0,1,1,0
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",31.0,0,0,C.A. 18723,10.5,1,0.12584145121992435,-0.43676213497987365,0,1,0,0,1,0,1
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",45.0,1,1,F.C.C. 13529,26.25,3,1.2011353296285976,-0.11981881984517401,1,0,0,0,1,1,0
442,0,3,"Hampe, Mr. Leon",20.0,0,0,345769,9.5,1,-0.7190323103868904,-0.4568855200677911,0,1,0,0,1,0,1
443,0,3,"Petterson, Mr. Johan Emil",25.0,1,0,347076,7.775,2,-0.33499878238379277,-0.4915983593444487,0,1,0,0,1,1,0
444,1,2,"Reynaldo, Ms. Encarnacion",28.0,0,0,230434,13.0,1,-0.10457866558193422,-0.38645367226008004,1,0,0,0,1,0,1
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",28.0,0,0,65306,8.1125,1,-0.10457866558193422,-0.4848067168772765,0,1,0,0,1,0,1
446,1,1,"Dodge, Master. Washington",4.0,0,2,33638,81.8583,3,-1.9479395999968028,0.9992084151392652,0,1,0,0,1,1,0
447,1,2,"Mellinger, Miss. Madeleine Violet",13.0,0,1,250644,19.5,2,-1.2566792495912271,-0.2556516691886167,1,0,0,0,1,1,0
448,1,1,"Seward, Mr. Frederic Kimber",34.0,0,0,113794,26.55,1,0.3562615680217829,-0.11378180431879875,0,1,0,0,1,0,1
449,1,3,"Baclini, Miss. Marie Catherine",5.0,2,1,2666,19.2583,4,-1.8711328943961831,-0.26051549136436636,1,0,1,0,0,1,0
450,1,1,"Peuchen, Major. Arthur Godfrey",52.0,0,0,113786,30.5,1,1.7387822688329342,-0.034294433221524895,0,1,0,0,1,0,1
451,0,2,"West, Mr. Edwy Arthur",36.0,1,2,C.A. 34651,27.75,4,0.5098749792230219,-0.08963374221329785,0,1,0,0,1,1,0
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",28.0,1,0,65303,19.9667,2,-0.10457866558193422,-0.24626008536808563,0,1,0,0,1,1,0
453,0,1,"Foreman, Mr. Benjamin Laventall",30.0,0,0,113051,27.75,1,0.04903474561930482,-0.08963374221329785,0,1,1,0,0,0,1
454,1,1,"Goldenberg, Mr. Samuel L",49.0,1,0,17453,89.1042,2,1.5083621520310757,1.1450204511478064,0,1,1,0,0,1,0
455,0,3,"Peduzzi, Mr. Joseph",28.0,0,0,A/5 2817,8.05,1,-0.10457866558193422,-0.48606442844527137,0,1,0,0,1,0,1
456,1,3,"Jalsevac, Mr. Ivan",29.0,0,0,349240,7.8958,1,-0.027771959981314702,-0.4891674544258282,0,1,1,0,0,0,1
457,0,1,"Millet, Mr. Francis Davis",65.0,0,0,13509,26.55,1,2.737269441640988,-0.11378180431879875,0,1,0,0,1,0,1
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",28.0,1,0,17464,51.8625,2,-0.10457866558193422,0.3955913807191113,1,0,0,0,1,1,0
459,1,2,"Toomey, Miss. Ellen",50.0,0,0,F.C.C. 13531,10.5,1,1.5851688576316951,-0.43676213497987365,1,0,0,0,1,0,1
460,0,3,"O'Connor, Mr. Maurice",28.0,0,0,371060,7.75,1,-0.10457866558193422,-0.49210144397164657,0,1,0,1,0,0,1
461,1,1,"Anderson, Mr. Harry",48.0,0,0,19952,26.55,1,1.431555446430456,-0.11378180431879875,0,1,0,0,1,0,1
462,0,3,"Morley, Mr. William",34.0,0,0,364506,8.05,1,0.3562615680217829,-0.48606442844527137,0,1,0,0,1,0,1
463,0,1,"Gee, Mr. Arthur H",47.0,0,0,111320,38.5,1,1.3547487408298367,0.1266926474818146,0,1,0,0,1,0,1
464,0,2,"Milling, Mr. Jacob Christian",48.0,0,0,234360,13.0,1,1.431555446430456,-0.38645367226008004,0,1,0,0,1,0,1
465,0,3,"Maisner, Mr. Simon",28.0,0,0,A/S 2816,8.05,1,-0.10457866558193422,-0.48606442844527137,0,1,0,0,1,0,1
466,0,3,"Goncalves, Mr. Manuel Estanslas",38.0,0,0,SOTON/O.Q. 3101306,7.05,1,0.663488390424261,-0.5061878135331888,0,1,0,0,1,0,1
467,0,2,"Campbell, Mr. William",28.0,0,0,239853,0.0,1,-0.10457866558193422,-0.6480576784030068,0,1,0,0,1,0,1
468,0,1,"Smart, Mr. John Montgomery",56.0,0,0,113792,26.55,1,2.0460090912354123,-0.11378180431879875,0,1,0,0,1,0,1
469,0,3,"Scanlan, Mr. James",28.0,0,0,36209,7.725,1,-0.10457866558193422,-0.4926045285988445,0,1,0,1,0,0,1
470,1,3,"Baclini, Miss. Helene Barbara",0.75,2,1,2666,19.2583,4,-2.197561393198816,-0.26051549136436636,1,0,1,0,0,1,0
471,0,3,"Keefe, Mr. Arthur",28.0,0,0,323592,7.25,1,-0.10457866558193422,-0.5021631365156053,0,1,0,0,1,0,1
472,0,3,"Cacic, Mr. Luka",38.0,0,0,315089,8.6625,1,0.663488390424261,-0.4737388550789219,0,1,0,0,1,0,1
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",33.0,1,2,C.A. 34651,27.75,4,0.27945486242116335,-0.08963374221329785,1,0,0,0,1,1,0
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",23.0,0,0,SC/AH Basle 541,13.7917,1,-0.48861219358503183,-0.3705219882859758,1,0,1,0,0,0,1
475,0,3,"Strandberg, Miss. Ida Sofia",22.0,0,0,7553,9.8375,1,-0.5654188991856514,-0.450093877600619,1,0,0,0,1,0,1
476,0,1,"Clifford, Mr. George Quincy",28.0,0,0,110465,52.0,1,-0.10457866558193422,0.39835834616870003,0,1,0,0,1,0,1
477,0,2,"Renouf, Mr. Peter Henry",34.0,1,0,31027,21.0,2,0.3562615680217829,-0.22546659155674054,0,1,0,0,1,1,0
478,0,3,"Braund, Mr. Lewis Richard",29.0,1,0,3460,7.0458,2,-0.027771959981314702,-0.5062723317505581,0,1,0,0,1,1,0
479,0,3,"Karlsson, Mr. Nils August",22.0,0,0,350060,7.5208,1,-0.5654188991856514,-0.49671372383379725,0,1,0,0,1,0,1
480,1,3,"Hirvonen, Miss. Hildur E",2.0,0,1,3101298,12.2875,2,-2.1015530111980416,-0.4007915841352212,1,0,0,0,1,1,0
481,0,3,"Goodwin, Master. Harold Victor",9.0,5,2,CA 2144,46.9,8,-1.563906071993705,0.29572908222032107,0,1,0,0,1,1,0
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",28.0,0,0,239854,0.0,1,-0.10457866558193422,-0.6480576784030068,0,1,0,0,1,0,1
483,0,3,"Rouse, Mr. Richard Henry",50.0,0,0,A/5 3594,8.05,1,1.5851688576316951,-0.48606442844527137,0,1,0,0,1,0,1
484,1,3,"Turkula, Mrs. (Hedwig)",63.0,0,0,4134,9.5875,1,2.583656030439749,-0.45512472387259834,1,0,0,0,1,0,1
485,1,1,"Bishop, Mr. Dickinson H",25.0,1,0,11967,91.0792,2,-0.33499878238379277,1.1847641366964432,0,1,1,0,0,1,0
486,0,3,"Lefebre, Miss. Jeannie",28.0,3,1,4133,25.4667,5,-0.10457866558193422,-0.13558146738453974,1,0,0,0,1,1,0
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",35.0,1,0,19943,90.0,2,0.4330682736224024,1.1630469795095626,1,0,0,0,1,1,0
488,0,1,"Kent, Mr. Edward Austin",58.0,0,0,11771,29.7,1,2.1996225024366516,-0.05039314129185886,0,1,1,0,0,0,1
489,0,3,"Somerton, Mr. Francis William",30.0,0,0,A.5. 18509,8.05,1,0.04903474561930482,-0.48606442844527137,0,1,0,0,1,0,1
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",9.0,1,1,C.A. 37671,15.9,3,-1.563906071993705,-0.3280958555051195,0,1,0,0,1,1,0
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",28.0,1,0,65304,19.9667,2,-0.10457866558193422,-0.24626008536808563,0,1,0,0,1,1,0
492,0,3,"Windelov, Mr. Einar",21.0,0,0,SOTON/OQ 3101317,7.25,1,-0.6422256047862709,-0.5021631365156053,0,1,0,0,1,0,1
493,0,1,"Molson, Mr. Harry Markland",55.0,0,0,113787,30.5,1,1.9692023856347929,-0.034294433221524895,0,1,0,0,1,0,1
494,0,1,"Artagaveytia, Mr. Ramon",71.0,0,0,PC 17609,49.5042,1,3.198109675244705,0.34813440166627563,0,1,1,0,0,0,1
495,0,3,"Stanley, Mr. Edward Roland",21.0,0,0,A/4 45380,8.05,1,-0.6422256047862709,-0.48606442844527137,0,1,0,0,1,0,1
496,0,3,"Yousseff, Mr. Gerious",28.0,0,0,2627,14.4583,1,-0.10457866558193422,-0.35710773978637,0,1,1,0,0,0,1
497,1,1,"Eustis, Miss. Elizabeth Mussey",54.0,1,0,36947,78.2667,2,1.8923956800341732,0.926933265257501,1,0,1,0,0,1,0
498,0,3,"Shellard, Mr. Frederick William",28.0,0,0,C.A. 6212,15.1,1,-0.10457866558193422,-0.3441945635754534,0,1,0,0,1,0,1
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",25.0,1,2,113781,151.55,4,-0.33499878238379277,2.401641331670881,1,0,0,0,1,1,0
500,0,3,"Svensson, Mr. Olof",24.0,0,0,350035,7.7958,1,-0.4118054879844123,-0.49117979293462,0,1,0,0,1,0,1
501,0,3,"Calic, Mr. Petar",17.0,0,0,315086,8.6625,1,-0.9494524271887489,-0.4737388550789219,0,1,0,0,1,0,1
502,0,3,"Canavan, Miss. Mary",21.0,0,0,364846,7.75,1,-0.6422256047862709,-0.49210144397164657,1,0,0,1,0,0,1
503,0,3,"O'Sullivan, Miss. Bridget Mary",28.0,0,0,330909,7.6292,1,-0.10457866558193422,-0.494532348890267,1,0,0,1,0,0,1
504,0,3,"Laitinen, Miss. Kristina Sofia",37.0,0,0,4135,9.5875,1,0.5866816848236415,-0.45512472387259834,1,0,0,0,1,0,1
505,1,1,"Maioni, Miss. Roberta",16.0,0,0,110152,86.5,1,-1.0262591327893684,1.0926151317018515,1,0,0,0,1,0,1
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",18.0,1,0,PC 17758,108.9,2,-0.8726457215881294,1.5433789576712023,0,1,1,0,0,1,0
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",33.0,0,2,26360,26.0,3,0.27945486242116335,-0.12484966611715337,1,0,0,0,1,1,0
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",28.0,0,0,111427,26.55,1,-0.10457866558193422,-0.11378180431879875,0,1,0,0,1,0,1
509,0,3,"Olsen, Mr. Henry Margido",28.0,0,0,C 4001,22.525,1,-0.10457866558193422,-0.19477842929766648,0,1,0,0,1,0,1
510,1,3,"Lang, Mr. Fang",26.0,0,0,1601,56.4958,1,-0.25819207678317324,0.48882906084695926,0,1,0,0,1,0,1
511,1,3,"Daly, Mr. Eugene Patrick",29.0,0,0,382651,7.75,1,-0.027771959981314702,-0.49210144397164657,0,1,0,1,0,0,1
512,0,3,"Webber, Mr. James",28.0,0,0,SOTON/OQ 3101316,8.05,1,-0.10457866558193422,-0.48606442844527137,0,1,0,0,1,0,1
513,1,1,"McGough, Mr. James Robert",36.0,0,0,PC 17473,26.2875,1,0.5098749792230219,-0.11906419290437707,0,1,0,0,1,0,1
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",54.0,1,0,PC 17603,59.4,2,1.8923956800341732,0.547271395819289,1,0,1,0,0,1,0
515,0,3,"Coleff, Mr. Satio",24.0,0,0,349209,7.4958,1,-0.4118054879844123,-0.4972168084609952,0,1,0,0,1,0,1
516,0,1,"Walker, Mr. William Anderson",47.0,0,0,36967,34.0208,1,1.3547487408298367,0.03655598099601484,0,1,0,0,1,0,1
517,1,2,"Lemore, Mrs. (Amelia Milley)",34.0,0,0,C.A. 34260,10.5,1,0.3562615680217829,-0.43676213497987365,1,0,0,0,1,0,1
518,0,3,"Ryan, Mr. Patrick",28.0,0,0,371110,24.15,1,-0.10457866558193422,-0.16207792852980066,0,1,0,1,0,0,1
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",36.0,1,0,226875,26.0,2,0.5098749792230219,-0.12484966611715337,1,0,0,0,1,1,0
520,0,3,"Pavlovic, Mr. Stefo",32.0,0,0,349242,7.8958,1,0.20264815682054385,-0.4891674544258282,0,1,0,0,1,0,1
521,1,1,"Perreault, Miss. Anne",30.0,0,0,12749,93.5,1,0.04903474561930482,1.2334788273172737,1,0,0,0,1,0,1
522,0,3,"Vovk, Mr. Janko",22.0,0,0,349252,7.8958,1,-0.5654188991856514,-0.4891674544258282,0,1,0,0,1,0,1
523,0,3,"Lahoud, Mr. Sarkis",28.0,0,0,2624,7.225,1,-0.10457866558193422,-0.5026662211428032,0,1,1,0,0,0,1
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",44.0,0,1,111361,57.9792,2,1.1243286240279782,0.518680090286376,1,0,1,0,0,1,0
525,0,3,"Kassem, Mr. Fared",28.0,0,0,2700,7.2292,1,-0.10457866558193422,-0.502581702925434,0,1,1,0,0,0,1
526,0,3,"Farrell, Mr. James",40.5,0,0,367232,7.75,1,0.8555051544258098,-0.49210144397164657,0,1,0,1,0,0,1
527,1,2,"Ridsdale, Miss. Lucy",50.0,0,0,W./C. 14258,10.5,1,1.5851688576316951,-0.43676213497987365,1,0,0,0,1,0,1
528,0,1,"Farthing, Mr. John",28.0,0,0,PC 17483,221.7792,1,-0.10457866558193422,3.8148905676872524,0,1,0,0,1,0,1
529,0,3,"Salonen, Mr. Johan Werner",39.0,0,0,3101296,7.925,1,0.7402950960248805,-0.48857985158126105,0,1,0,0,1,0,1
530,0,2,"Hocking, Mr. Richard George",23.0,2,1,29104,11.5,4,-0.48861219358503183,-0.4166387498919562,0,1,0,0,1,1,0
531,1,2,"Quick, Miss. Phyllis May",2.0,1,1,26360,26.0,3,-2.1015530111980416,-0.12484966611715337,1,0,0,0,1,1,0
532,0,3,"Toufik, Mr. Nakli",28.0,0,0,2641,7.2292,1,-0.10457866558193422,-0.502581702925434,0,1,1,0,0,0,1
533,0,3,"Elias, Mr. Joseph Jr",17.0,1,1,2690,7.2292,3,-0.9494524271887489,-0.502581702925434,0,1,1,0,0,1,0
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",28.0,0,2,2668,22.3583,3,-0.10457866558193422,-0.1981329975918223,1,0,1,0,0,1,0
535,0,3,"Cacic, Miss. Marija",30.0,0,0,315084,8.6625,1,0.04903474561930482,-0.4737388550789219,1,0,0,0,1,0,1
536,1,2,"Hart, Miss. Eva Miriam",7.0,0,2,F.C.C. 13529,26.25,3,-1.717519483194944,-0.11981881984517401,1,0,0,0,1,1,0
537,0,1,"Butt, Major. Archibald Willingham",45.0,0,0,113050,26.55,1,1.2011353296285976,-0.11378180431879875,0,1,0,0,1,0,1
538,1,1,"LeRoy, Miss. Bertha",30.0,0,0,PC 17761,106.425,1,0.04903474561930482,1.4935735795786065,1,0,1,0,0,0,1
539,0,3,"Risien, Mr. Samuel Beard",28.0,0,0,364498,14.5,1,-0.10457866558193422,-0.35626859462820387,0,1,0,0,1,0,1
540,1,1,"Frolicher, Miss. Hedwig Margaritha",22.0,0,2,13568,49.5,3,-0.5654188991856514,0.3480498834489064,1,0,1,0,0,1,0
